id,box_id,device_type,false_character,hold_for,key_pressed,location,long_pressed_equivalent,name,platform,pressed_after,timestamp,user_id
19652,#text-area-2,Computer/Laptop,f,1650,O,79,2,Hrishikesh Mulabagula,Win32,0,1587870356898,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19653,#text-area-2,Computer/Laptop,f,84,n,78,1,Hrishikesh Mulabagula,Win32,130,1587870358679,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19654,#text-area-2,Computer/Laptop,f,123,e,69,1,Hrishikesh Mulabagula,Win32,68,1587870358831,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19655,#text-area-2,Computer/Laptop,f,72, ,32,1,Hrishikesh Mulabagula,Win32,285,1587870359239,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19656,#text-area-2,Computer/Laptop,f,144,d,68,2,Hrishikesh Mulabagula,Win32,73,1587870359385,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19657,#text-area-2,Computer/Laptop,f,52,y,89,1,Hrishikesh Mulabagula,Win32,66,1587870359595,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19658,#text-area-2,Computer/Laptop,f,69,",",188,1,Hrishikesh Mulabagula,Win32,246,1587870359893,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19659,#text-area-2,Computer/Laptop,f,92, ,32,1,Hrishikesh Mulabagula,Win32,74,1587870360036,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19660,#text-area-2,Computer/Laptop,f,117,a,65,1,Hrishikesh Mulabagula,Win32,73,1587870360201,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19661,#text-area-2,Computer/Laptop,f,80, ,32,1,Hrishikesh Mulabagula,Win32,14,1587870360332,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19662,#text-area-2,Computer/Laptop,f,172,e,69,1,Hrishikesh Mulabagula,Win32,125,1587870360741,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19663,#text-area-2,Computer/Laptop,f,87,b,66,1,Hrishikesh Mulabagula,Win32,329,1587870361242,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
19664,#text-area-2,Computer/Laptop,f,175,r,82,2,Hrishikesh Mulabagula,Win32,142,1587870361471,1603ef40-e1a2-4ecd-b6ed-f4918aa49b34
